Date,High,Low,Open,Close,Volume,Adj Close,mean,positive_std,negative_std
2020-01-02,300.6000061035156,295.19000244140625,296.239990234375,300.3500061035156,33870100.0,299.6388854980469,314.9121856689453,308.11372401221524,291.1640469838785
2020-01-03,300.5799865722656,296.5,297.1499938964844,297.42999267578125,36580700.0,296.72576904296875,314.9121856689453,305.2006075571371,288.2509305288004
2020-01-06,299.9599914550781,292.75,293.7900085449219,299.79998779296875,29596800.0,299.09014892578125,314.9121856689453,307.5649874399496,290.6153104116129
2020-01-07,300.8999938964844,297.4800109863281,299.8399963378906,298.3900146484375,27218000.0,297.68353271484375,314.9121856689453,306.1583712290121,289.2086942006754
2020-01-08,304.44000244140625,297.1600036621094,297.1600036621094,303.19000244140625,33019800.0,302.4721374511719,314.9121856689453,310.94697596534024,293.9972989370035
2020-01-09,310.42999267578125,306.20001220703125,307.239990234375,309.6300048828125,42527100.0,308.89691162109375,314.9121856689453,317.3717501352621,300.4220731069254
2020-01-10,312.6700134277344,308.25,310.6000061035156,310.3299865722656,35161200.0,309.59521484375,314.9121856689453,318.07005335791837,301.12037632958163
2020-01-13,317.07000732421875,311.1499938964844,311.6400146484375,316.9599914550781,30383000.0,316.20953369140625,314.9121856689453,324.6843722055746,307.7346951772379
2020-01-14,317.57000732421875,312.1700134277344,316.70001220703125,312.67999267578125,40488600.0,311.9396667480469,314.9121856689453,320.41450526221524,303.4648282338785
2020-01-15,315.5,309.54998779296875,311.8500061035156,311.3399963378906,30480900.0,310.60284423828125,314.9121856689453,319.0776827524496,302.1280057241129
2020-01-16,315.70001220703125,312.0899963378906,313.5899963378906,315.239990234375,27207300.0,314.49359130859375,314.9121856689453,322.9684298227621,306.0187527944254
2020-01-17,318.739990234375,315.0,316.2699890136719,318.7300109863281,34454100.0,317.9753723144531,314.9121856689453,326.4502108286215,309.50053380028476
2020-01-21,319.0199890136719,316.0,317.19000244140625,316.57000732421875,27710800.0,315.8204650878906,314.9121856689453,324.295303602059,307.34562657372226
2020-01-22,319.989990234375,317.30999755859375,318.5799865722656,317.70001220703125,25458100.0,316.94781494140625,314.9121856689453,325.4226534555746,308.4729764272379
2020-01-23,319.55999755859375,315.6499938964844,317.9200134277344,319.2300109863281,26118000.0,318.47418212890625,314.9121856689453,326.9490206430746,309.9993436147379
2020-01-24,323.3299865722656,317.5199890136719,320.25,318.30999755859375,36634400.0,317.55633544921875,314.9121856689453,326.0311739633871,309.0814969350504
2020-01-27,311.7699890136719,304.8800048828125,310.05999755859375,308.95001220703125,40485000.0,308.218505859375,314.9121856689453,316.69334437354337,299.74366734520663
2020-01-28,318.3999938964844,312.19000244140625,312.6000061035156,317.69000244140625,40558500.0,316.93780517578125,314.9121856689453,325.4126436899496,308.4629666616129
2020-01-29,327.8500061035156,321.3800048828125,324.45001220703125,324.3399963378906,54057300.0,323.5720520019531,314.9121856689453,332.0468905161215,315.09721348778476
2020-01-30,324.0899963378906,318.75,320.5400085449219,323.8699951171875,31685800.0,323.1031799316406,314.9121856689453,331.578018445809,314.62834141747226
2020-01-31,322.67999267578125,308.2900085449219,320.92999267578125,309.510009765625,49897100.0,308.7771911621094,314.9121856689453,317.25202967627774,300.302352647941
2020-02-03,313.489990234375,302.2200012207031,304.29998779296875,308.6600036621094,43496400.0,307.92919921875,314.9121856689453,316.40403773291837,299.45436070458163
2020-02-04,319.6400146484375,313.6300048828125,315.30999755859375,318.8500061035156,34154100.0,318.0950622558594,314.9121856689453,326.56990077002774,309.620223741691
2020-02-05,324.760009765625,318.95001220703125,323.5199890136719,321.45001220703125,29706700.0,320.6889343261719,314.9121856689453,329.16377284034024,312.2140958120035
2020-02-06,325.2200012207031,320.260009765625,322.57000732421875,325.2099914550781,26356400.0,324.44000244140625,314.9121856689453,332.9148409555746,315.9651639272379
2020-02-07,323.3999938964844,318.0,322.3699951171875,320.0299987792969,29421000.0,320.0299987792969,314.9121856689453,328.50483729346524,311.5551602651285
2020-02-10,321.54998779296875,313.8500061035156,314.17999267578125,321.54998779296875,27337200.0,321.54998779296875,314.9121856689453,330.0248263071371,313.0751492788004
2020-02-11,323.8999938964844,318.7099914550781,323.6000061035156,319.6099853515625,23580800.0,319.6099853515625,314.9121856689453,328.08482386573087,311.13514683739413
2020-02-12,327.2200012207031,321.4700012207031,321.4700012207031,327.20001220703125,28432600.0,327.20001220703125,314.9121856689453,335.6748507211996,318.7251736928629
2020-02-13,326.2200012207031,323.3500061035156,324.19000244140625,324.8699951171875,23686900.0,324.8699951171875,314.9121856689453,333.34483363135587,316.39515660301913
2020-02-14,325.9800109863281,322.8500061035156,324.739990234375,324.95001220703125,20028400.0,324.95001220703125,314.9121856689453,333.4248507211996,316.4751736928629
2020-02-18,319.75,314.6099853515625,315.3599853515625,319.0,38132800.0,319.0,314.9121856689453,327.47483851416837,310.52516148583163
2020-02-19,324.57000732421875,320.0,320.0,323.6199951171875,23496000.0,323.6199951171875,314.9121856689453,332.09483363135587,315.14515660301913
2020-02-20,324.6499938964844,318.2099914550781,322.6300048828125,320.29998779296875,25048900.0,320.29998779296875,314.9121856689453,328.7748263071371,311.8251492788004
